CGPA,Internships,Projects,Workshops/Certification,AptitudeTestScore,Skill Test Score,ExtracurricularActivities,PlacementTraining,SSC_Marks,HSC_Marks,PlacementStatus
3.42,0,1,1,72,3.5,No,Yes,64,67,NotPlaced
3.38,1,2,0,72,4.8,No,Yes,63,65,NotPlaced
3.56,0,3,3,84,4.8,Yes,Yes,90,84,Placed
3.69,0,1,0,87,4.5,No,Yes,74,69,Placed
3.2,1,2,0,80,4.6,No,Yes,65,58,NotPlaced
3.29,1,1,0,67,4.1,No,No,67,66,NotPlaced
3.24,1,2,1,68,4.3,Yes,Yes,62,71,NotPlaced
2.89,0,1,0,64,4.1,No,No,63,70,NotPlaced
3.87,1,3,2,90,4.7,Yes,Yes,79,80,Placed
3.42,1,1,1,75,4,No,Yes,60,67,NotPlaced
3.73,2,3,2,90,4.8,Yes,Yes,82,88,Placed
2.93,1,1,0,76,4.2,Yes,No,55,65,NotPlaced
3.42,1,3,0,80,4.8,Yes,Yes,76,86,Placed
3.64,1,2,3,84,4,Yes,Yes,82,63,NotPlaced
2.89,2,3,2,80,4.2,No,Yes,75,72,NotPlaced
3.6,1,1,0,81,3.5,Yes,Yes,78,84,NotPlaced
3.87,2,3,2,90,4.8,Yes,Yes,77,82,Placed
3.33,0,1,0,68,4.1,No,No,57,58,NotPlaced
2.98,0,1,1,80,3.7,Yes,Yes,75,70,NotPlaced
3.73,2,2,0,90,4.5,Yes,Yes,76,85,NotPlaced
2.98,1,1,0,76,3.8,Yes,Yes,57,66,Placed
3.69,0,3,0,90,4.6,Yes,Yes,81,88,Placed
3.02,1,3,0,66,3.6,Yes,Yes,55,61,Placed
2.89,1,2,0,85,4.7,No,Yes,55,59,Placed
3.33,0,1,0,64,3.7,No,Yes,55,71,Placed
3.69,1,3,2,82,4.8,Yes,Yes,77,88,Placed
3.24,0,1,3,81,4.8,Yes,Yes,76,87,NotPlaced
2.98,0,1,1,70,4.6,Yes,Yes,64,73,NotPlaced
3.2,0,1,0,63,3.8,No,No,66,66,NotPlaced
3.87,2,2,2,90,4.8,Yes,Yes,74,84,Placed
3.42,1,2,0,77,4.3,Yes,Yes,73,80,Placed
3.51,0,2,0,80,3.6,No,No,60,86,NotPlaced
2.89,0,3,2,84,4.6,Yes,Yes,90,84,Placed
3.96,2,3,2,90,4.8,Yes,Yes,77,82,Placed
3.24,1,2,1,83,4.2,No,No,61,64,NotPlaced
3.69,0,1,0,71,4.1,Yes,Yes,55,59,Placed
2.89,0,1,0,80,3.9,No,Yes,75,69,NotPlaced
3.33,2,3,0,85,4.3,No,No,55,69,Placed
3.78,2,2,0,79,3.7,Yes,Yes,55,83,NotPlaced
3.38,1,1,0,80,3.9,No,No,56,67,NotPlaced
3.29,1,2,0,76,4.4,No,Yes,61,69,NotPlaced
3.82,2,3,2,90,4.8,Yes,Yes,85,78,Placed
3.6,2,3,2,90,4.6,Yes,Yes,79,84,Placed
3.33,1,1,0,88,4.3,No,No,86,84,NotPlaced
3.33,1,1,1,67,4.5,No,No,55,61,NotPlaced
3.29,1,2,0,80,4.2,Yes,Yes,62,79,NotPlaced
3.82,1,3,0,89,4.8,Yes,Yes,74,61,Placed
3.02,1,1,1,75,3.8,No,Yes,57,67,NotPlaced
3.82,2,1,2,90,4.8,Yes,Yes,81,80,Placed
3.56,1,3,1,76,4.6,No,No,70,67,NotPlaced
3.51,1,3,1,82,4.3,Yes,Yes,76,81,Placed
3.6,1,3,2,89,4.6,Yes,Yes,80,85,Placed
2.89,1,3,2,81,4.5,No,No,72,82,Placed
3.11,1,2,0,69,4.3,No,Yes,55,68,NotPlaced
3.56,2,3,2,88,4.8,Yes,Yes,82,81,Placed
3.07,1,2,1,90,3.9,Yes,Yes,78,85,NotPlaced
3.69,2,3,2,90,4.8,Yes,No,75,80,Placed
3.47,1,2,0,84,3,Yes,Yes,62,70,NotPlaced
3.29,0,1,0,76,4,No,No,60,70,NotPlaced
2.98,1,2,0,67,3.9,No,No,59,69,NotPlaced
2.93,1,3,0,62,3.8,Yes,Yes,57,72,NotPlaced
2.93,1,3,2,81,4.5,Yes,No,72,77,NotPlaced
3.33,1,1,1,74,3.9,No,Yes,60,62,NotPlaced
3.2,1,2,2,75,4.3,No,Yes,75,75,NotPlaced
3.33,1,2,0,69,3.5,No,No,55,62,NotPlaced
3.6,1,3,2,81,4.5,Yes,Yes,83,84,Placed
3.69,2,3,2,90,4.7,Yes,Yes,80,83,Placed
3.6,1,1,1,77,4.1,Yes,Yes,62,75,Placed
3.64,1,2,1,84,4.8,Yes,Yes,68,88,NotPlaced
3.6,2,2,0,83,4.7,Yes,Yes,78,86,Placed
3.33,0,1,0,71,4.1,No,Yes,73,66,NotPlaced
3.69,0,1,2,85,4.7,Yes,Yes,83,68,Placed
3.07,0,1,1,65,4.1,Yes,Yes,70,61,Placed
3.56,1,3,2,90,4.7,Yes,Yes,74,84,Placed
3.6,1,3,0,88,4,No,Yes,81,87,Placed
3.69,0,3,2,83,4.3,Yes,Yes,76,84,Placed
3.73,2,3,1,73,4.2,No,Yes,75,86,NotPlaced
3.38,1,2,1,68,4.1,No,Yes,55,68,NotPlaced
3.6,1,2,0,83,4.1,Yes,No,66,66,NotPlaced
3.73,0,1,2,74,4.2,Yes,Yes,55,68,NotPlaced
3.64,2,3,2,86,4.8,Yes,Yes,77,83,Placed
2.89,1,1,1,76,4.1,No,Yes,55,58,NotPlaced
3.73,0,1,2,89,4.8,Yes,Yes,62,87,Placed
3.6,2,3,2,90,4.8,Yes,Yes,83,84,Placed
3.64,0,3,2,90,4.5,Yes,Yes,81,85,Placed
3.07,1,1,0,75,4.1,Yes,Yes,55,76,NotPlaced
3.64,1,2,2,89,4.8,Yes,Yes,73,70,Placed
3.38,0,1,1,66,4.2,Yes,Yes,55,67,NotPlaced
3.69,1,1,0,83,4,No,Yes,65,66,NotPlaced
3.69,1,1,1,72,4.7,Yes,Yes,66,71,NotPlaced
3.51,0,3,2,83,4.8,Yes,Yes,73,79,Placed
2.89,0,2,0,73,3.7,No,Yes,64,72,NotPlaced
2.89,1,1,0,80,3.8,No,Yes,64,69,NotPlaced
2.93,0,1,0,74,3.9,No,Yes,63,63,NotPlaced
3.38,1,1,0,84,4.1,Yes,Yes,72,72,NotPlaced
3.51,1,2,2,63,3.8,Yes,Yes,55,62,NotPlaced
3.38,2,3,2,90,4.8,Yes,Yes,89,84,Placed
2.93,0,2,0,75,3.9,No,Yes,55,69,Placed
3.69,1,3,2,90,4.7,Yes,Yes,69,80,Placed
3.73,2,3,2,90,4.8,Yes,Yes,79,84,Placed
2.89,0,2,0,80,4.2,No,No,57,71,NotPlaced
3.29,2,3,0,81,4.6,No,No,80,69,NotPlaced
3.42,0,1,1,70,3.6,No,Yes,55,68,NotPlaced
3.64,1,1,1,69,4.2,No,Yes,76,65,NotPlaced
2.89,1,1,1,83,4.2,No,No,58,76,NotPlaced
3.11,1,1,1,68,3.7,No,No,55,68,NotPlaced
3.87,2,3,2,90,4.8,Yes,Yes,80,79,Placed
3.78,2,3,2,81,4.5,Yes,Yes,78,84,Placed
2.98,1,1,0,64,3.7,No,Yes,55,60,NotPlaced
3.96,1,3,2,90,4.6,Yes,Yes,71,81,Placed
3.29,1,1,1,73,3.6,No,Yes,59,64,NotPlaced
3.91,1,3,2,90,4.8,Yes,Yes,75,82,Placed
3.29,0,1,0,65,4.2,No,No,55,70,NotPlaced
3.33,2,3,2,90,4.7,Yes,Yes,83,85,Placed
3.69,1,2,2,89,4.6,Yes,Yes,79,84,Placed
3.78,2,1,2,87,4.8,Yes,Yes,78,85,Placed
3.56,2,3,2,90,4.8,Yes,Yes,77,86,Placed
3.64,2,3,2,88,4.5,Yes,Yes,77,83,Placed
3.73,1,2,2,84,4.7,Yes,Yes,76,71,NotPlaced
3.6,2,3,2,87,4.6,No,Yes,73,85,Placed
2.98,1,2,2,68,4.1,Yes,No,79,70,NotPlaced
3.6,1,3,3,77,4.1,Yes,Yes,74,85,Placed
3.38,1,3,2,90,4.8,Yes,Yes,85,80,Placed
3.24,1,1,0,82,3.9,No,No,81,60,NotPlaced
3.51,1,1,0,75,4.3,No,No,75,75,Placed
2.89,1,2,0,67,4.1,No,Yes,57,71,NotPlaced
3.42,1,1,0,70,4.4,Yes,Yes,65,70,NotPlaced
3.78,2,3,2,90,4.8,Yes,Yes,85,86,Placed
3.64,1,2,0,71,4.7,No,Yes,68,66,NotPlaced
3.69,2,3,2,90,4.8,Yes,Yes,72,88,Placed
3.64,2,3,2,90,4.4,Yes,Yes,88,87,Placed
3.87,1,1,2,82,4.2,Yes,Yes,74,87,NotPlaced
3.78,1,1,1,84,4.6,No,Yes,71,81,NotPlaced
3.38,1,1,0,82,3.7,No,Yes,55,67,NotPlaced
3.6,1,3,0,90,4.8,Yes,Yes,75,81,Placed
3.82,1,3,0,86,3.8,Yes,Yes,78,72,NotPlaced
3.33,1,1,1,76,3.6,No,No,58,70,NotPlaced
3.29,1,1,1,79,4.3,No,No,61,76,NotPlaced
3.64,1,3,0,86,4.7,Yes,Yes,81,88,Placed
3.38,1,1,0,71,3.3,No,Yes,64,72,NotPlaced
3.29,1,1,0,74,4,No,Yes,55,61,NotPlaced
3.69,2,3,2,84,4.4,Yes,Yes,83,84,Placed
3.47,1,3,0,81,4.3,Yes,Yes,76,82,Placed
3.78,2,3,1,86,4.5,Yes,Yes,75,81,Placed
3.6,1,1,1,67,3.8,No,No,59,57,NotPlaced
3.29,0,2,1,72,4.4,No,Yes,60,70,Placed
3.6,1,3,0,69,3.9,No,No,82,69,NotPlaced
3.38,1,1,1,76,3.8,No,Yes,68,83,Placed
3.38,1,3,1,73,4.8,No,Yes,62,73,Placed
3.47,2,1,0,70,3.5,No,No,70,66,NotPlaced
3.24,1,1,1,68,4.7,No,Yes,68,58,NotPlaced
3.82,1,3,2,72,4,Yes,Yes,80,64,Placed
3.69,2,3,2,90,4.8,Yes,Yes,87,81,Placed
3.64,2,3,2,90,4.6,Yes,Yes,85,85,Placed
3.51,1,2,0,90,4.1,Yes,Yes,77,78,Placed
2.89,0,1,0,73,3.7,No,No,57,67,NotPlaced
3.42,0,1,0,66,4.2,Yes,Yes,56,69,NotPlaced
3.6,2,3,0,83,3.8,Yes,No,67,60,Placed
3.33,2,3,2,77,4.8,Yes,Yes,58,73,Placed
3.2,0,2,0,69,4.1,Yes,Yes,71,83,NotPlaced
3.42,2,1,1,80,4.7,No,No,56,65,NotPlaced
3.56,1,3,1,89,4.8,Yes,No,72,81,Placed
3.47,1,3,0,75,4.2,Yes,Yes,82,82,Placed
3.64,1,1,0,77,3.8,No,No,57,67,NotPlaced
3.38,1,3,0,77,4.3,Yes,Yes,70,83,NotPlaced
3.78,1,3,1,84,4.8,Yes,Yes,73,84,Placed
3.73,1,3,2,90,4.8,Yes,Yes,82,88,Placed
3.38,0,3,0,79,4.6,Yes,Yes,63,61,NotPlaced
3.64,2,3,2,90,4.8,Yes,Yes,70,86,NotPlaced
3.29,1,3,0,80,4.6,No,Yes,71,72,NotPlaced
2.93,1,1,0,82,3.9,Yes,No,73,78,NotPlaced
3.29,2,2,2,86,4,No,Yes,74,68,NotPlaced
2.89,0,1,0,67,3.5,No,Yes,55,67,NotPlaced
3.42,2,2,2,90,4.8,Yes,Yes,81,88,Placed
3.33,1,2,0,69,4.1,No,Yes,55,68,NotPlaced
3.29,0,2,1,89,4.3,Yes,Yes,79,70,NotPlaced
3.64,0,3,0,77,4,Yes,No,69,85,NotPlaced
3.33,0,3,0,83,3.8,Yes,Yes,75,65,Placed
3.6,2,3,1,85,4.8,Yes,Yes,74,84,Placed
3.51,0,1,1,61,4.4,No,No,55,64,NotPlaced
3.42,1,1,0,64,3.8,No,No,60,68,NotPlaced
3.69,2,3,2,90,4.4,Yes,Yes,78,87,Placed
3.29,2,1,1,80,4.1,Yes,No,55,71,NotPlaced
3.51,2,3,2,85,4.8,Yes,Yes,75,81,Placed
3.29,1,2,1,86,4.5,No,Yes,82,65,NotPlaced
3.42,1,2,0,71,4.4,No,Yes,59,74,NotPlaced
3.78,1,3,2,90,4.8,No,No,82,63,Placed
3.42,1,1,2,76,4,No,Yes,59,62,Placed
3.33,1,2,1,66,4,No,Yes,58,76,NotPlaced
3.64,2,3,2,87,4.8,Yes,Yes,74,87,Placed
3.51,1,2,1,85,4.8,No,No,81,79,Placed
3.33,0,1,1,72,4.6,Yes,Yes,55,64,NotPlaced
3.47,1,3,1,75,4.6,Yes,Yes,83,80,Placed
3.38,1,2,1,87,4.3,No,No,60,80,NotPlaced
3.33,1,1,1,66,4.3,No,No,57,63,NotPlaced
3.47,2,3,2,90,4.7,Yes,Yes,78,82,Placed
3.69,1,1,0,86,4.2,No,Yes,55,71,Placed
3.69,2,3,3,90,4.8,Yes,Yes,76,77,Placed
3.64,2,3,2,90,4.6,Yes,Yes,76,85,Placed
3.11,1,1,0,79,4.3,No,No,55,70,NotPlaced
2.93,1,1,0,73,3.9,No,Yes,55,61,NotPlaced
3.82,2,3,2,90,4.8,Yes,Yes,79,87,Placed
3.56,2,3,0,90,4.8,No,Yes,65,86,NotPlaced
3.42,2,3,2,87,4.8,Yes,Yes,80,82,Placed
3.64,0,3,0,81,4.2,Yes,Yes,68,85,Placed
3.73,2,3,2,90,4.8,Yes,Yes,70,82,Placed
2.89,0,1,0,76,4.7,No,Yes,59,68,NotPlaced
3.07,0,1,0,60,4.6,No,No,80,67,NotPlaced
3.6,2,3,2,90,4.8,Yes,Yes,89,84,Placed
2.93,1,1,1,75,3.9,Yes,Yes,63,69,NotPlaced
3.51,1,1,2,87,4.2,No,Yes,80,75,NotPlaced
3.33,1,2,0,83,4.7,No,Yes,62,83,Placed
3.82,0,3,3,90,4.8,Yes,Yes,70,84,Placed
3.73,1,3,2,78,4.5,Yes,Yes,78,73,Placed
3.51,2,3,2,90,4.6,Yes,Yes,75,87,Placed
3.33,0,2,0,70,3.5,Yes,Yes,80,76,Placed
4,2,3,0,90,4.8,Yes,Yes,85,80,Placed
3.51,0,3,2,80,4.7,Yes,Yes,77,83,Placed
2.89,1,1,0,88,3.9,No,No,69,67,NotPlaced
3.24,1,1,1,67,4.4,No,Yes,57,58,NotPlaced
3.51,0,3,1,86,4.6,Yes,Yes,76,88,Placed
3.11,1,1,0,74,4.5,No,No,57,61,NotPlaced
3.16,1,1,3,75,4.4,Yes,Yes,74,82,NotPlaced
3.24,1,2,0,83,4.5,Yes,Yes,56,71,Placed
2.98,0,1,0,70,4.7,Yes,Yes,61,85,Placed
3.82,1,2,1,90,4.2,No,Yes,71,68,Placed
3.73,0,3,2,88,4.3,Yes,Yes,84,84,Placed
3.73,2,3,0,89,4.8,Yes,Yes,71,85,NotPlaced
3.51,0,2,0,69,4,No,Yes,57,73,NotPlaced
3.38,1,1,1,74,3.9,Yes,No,55,65,NotPlaced
3.51,1,3,1,90,4.8,Yes,Yes,77,85,Placed
3.38,1,2,0,67,4.2,No,Yes,74,75,NotPlaced
2.89,1,2,0,89,4.5,No,Yes,61,70,NotPlaced
3.29,1,2,1,84,4.6,No,Yes,55,70,NotPlaced
3.64,0,2,2,86,4.5,Yes,No,78,65,NotPlaced
3.6,2,3,2,77,4.5,Yes,Yes,84,68,NotPlaced
3.38,1,1,1,70,4.4,No,No,58,63,NotPlaced
3.73,2,3,2,90,4.8,Yes,Yes,79,83,Placed
3.82,2,3,2,87,4.7,Yes,Yes,86,84,Placed
3.29,1,1,0,74,3.8,No,No,73,70,NotPlaced
3.38,1,1,1,71,4.2,No,No,64,71,NotPlaced
3.38,0,1,0,77,3,No,No,55,69,NotPlaced
3.56,2,3,3,90,4.8,Yes,Yes,78,85,Placed
2.89,1,2,0,67,3.9,No,No,55,67,NotPlaced
3.38,1,2,1,77,4.4,Yes,Yes,76,87,NotPlaced
3.24,0,2,0,82,4.5,No,Yes,57,82,NotPlaced
2.89,1,1,2,69,4.2,Yes,No,57,65,NotPlaced
3.73,2,3,0,90,4.8,Yes,Yes,80,86,Placed
3.69,0,1,1,72,3.8,No,No,58,67,NotPlaced
3.07,1,2,0,80,3.4,No,No,55,71,NotPlaced
3.33,0,2,1,70,3.8,Yes,Yes,78,87,Placed
3.6,2,3,0,84,4.8,Yes,Yes,83,82,Placed
3.56,2,1,2,90,4.6,Yes,Yes,87,85,NotPlaced
3.42,1,1,1,75,4.5,No,Yes,65,74,NotPlaced
3.69,2,3,2,86,4.6,Yes,Yes,79,84,Placed
3.73,2,3,2,90,4.8,Yes,Yes,76,87,Placed
3.42,2,3,1,85,4.2,Yes,Yes,74,82,NotPlaced
2.89,1,1,1,80,3.6,No,No,57,67,NotPlaced
3.69,2,1,1,71,3.9,No,Yes,58,66,NotPlaced
3.42,1,2,1,61,3.7,No,Yes,55,63,NotPlaced
3.29,0,2,1,79,3.6,No,Yes,55,65,NotPlaced
3.56,2,1,2,77,4.4,Yes,Yes,56,75,NotPlaced
3.02,1,3,0,61,4.3,No,No,59,68,NotPlaced
3.33,1,1,0,75,4.1,Yes,Yes,83,57,NotPlaced
3.38,1,1,0,84,4.2,Yes,Yes,62,64,NotPlaced
3.42,1,1,0,69,4,No,No,55,69,NotPlaced
3.47,1,1,0,61,3.4,No,No,63,63,NotPlaced
3.69,1,1,2,83,4,Yes,Yes,76,67,Placed
3.69,2,1,2,83,4.4,Yes,Yes,59,86,NotPlaced
3.78,1,3,2,90,4.7,Yes,Yes,76,87,Placed
2.89,1,1,0,70,4,No,Yes,59,71,NotPlaced
3.87,2,3,2,90,4.8,Yes,Yes,90,86,Placed
2.93,0,1,3,84,3.7,No,No,75,67,NotPlaced
2.98,0,1,1,78,4.3,No,No,60,66,NotPlaced
3.69,1,2,1,80,4.3,Yes,Yes,71,84,Placed
3.29,1,1,1,70,4,No,No,56,67,NotPlaced
3.42,1,1,2,88,4.2,No,Yes,65,88,Placed
3.02,0,1,1,67,3.4,No,Yes,59,68,NotPlaced
3.56,1,2,0,88,4.4,Yes,Yes,78,76,Placed
3.29,1,1,1,72,4,No,No,55,69,NotPlaced
2.93,0,1,1,66,3.8,No,No,62,58,NotPlaced
3.33,1,1,0,64,4.3,No,No,59,69,NotPlaced
3.69,0,3,1,80,4.8,Yes,Yes,75,67,Placed
3.33,1,3,2,72,4.5,Yes,Yes,65,86,NotPlaced
3.56,2,2,2,88,4.4,No,No,75,80,NotPlaced
3.73,1,3,2,84,4.8,Yes,Yes,81,84,NotPlaced
3.42,1,3,2,86,4.7,Yes,Yes,69,88,Placed
3.42,1,2,0,86,4.5,No,Yes,72,79,Placed
3.47,1,2,2,85,4.3,No,Yes,68,78,Placed
3.73,1,3,2,80,4.5,Yes,Yes,72,73,Placed
2.98,0,1,1,68,4.3,No,No,68,62,NotPlaced
3.33,1,1,1,79,3.9,No,No,55,73,NotPlaced
3.33,2,1,1,78,4.3,No,Yes,55,71,NotPlaced
3.78,2,3,2,90,4.8,Yes,Yes,79,82,Placed
3.69,0,3,1,86,4.3,Yes,Yes,55,88,Placed
3.69,2,3,0,73,4.5,Yes,Yes,71,87,NotPlaced
3.78,1,3,2,89,4.8,Yes,Yes,77,88,Placed
3.56,0,3,0,88,4.4,Yes,Yes,78,83,NotPlaced
3.87,1,3,2,90,4.8,Yes,Yes,68,81,Placed
3.6,0,3,0,76,3.9,Yes,Yes,66,83,NotPlaced
3.56,2,3,2,86,3.8,Yes,Yes,87,86,Placed
3.78,2,3,0,85,4.5,Yes,Yes,86,84,Placed
3.78,2,3,3,90,4.7,Yes,Yes,80,80,Placed
3.33,1,3,3,90,4.8,Yes,No,64,82,Placed
3.6,2,3,2,90,3.8,Yes,Yes,90,77,Placed
3.69,1,3,2,76,4.5,Yes,Yes,76,65,Placed
3.69,2,3,2,89,4.8,Yes,No,82,84,Placed
3.33,1,3,1,79,3.8,Yes,Yes,58,67,NotPlaced
3.33,0,1,1,75,4.3,No,No,80,82,NotPlaced
3.11,1,1,0,70,4.1,No,No,56,62,NotPlaced
3.47,0,2,2,82,4.8,Yes,Yes,77,68,NotPlaced
3.29,1,3,2,73,4.1,Yes,Yes,86,78,Placed
3.6,2,3,2,90,4.7,No,No,67,76,NotPlaced
3.38,2,2,2,80,4.8,Yes,Yes,75,83,Placed
2.98,1,1,0,74,3.5,No,No,65,62,NotPlaced
3.56,2,3,2,90,4.8,Yes,Yes,79,86,Placed
3.38,1,2,1,81,4.4,Yes,Yes,75,88,Placed
3.82,1,3,2,90,4.8,Yes,Yes,85,87,Placed
3.82,0,3,2,90,4.7,Yes,Yes,71,88,Placed
3.47,1,3,2,78,4.8,Yes,Yes,78,67,NotPlaced
3.33,1,3,0,83,4.8,Yes,Yes,75,84,Placed
3.87,2,3,2,90,4.6,Yes,Yes,81,82,Placed
3.42,1,2,1,74,4.5,No,No,55,68,NotPlaced
3.29,1,1,1,70,4.3,No,Yes,72,75,NotPlaced
3.47,2,1,1,87,4.4,Yes,Yes,82,79,NotPlaced
2.98,1,3,2,86,4.1,Yes,Yes,86,82,Placed
2.89,1,2,0,81,4.1,No,No,55,85,NotPlaced
3.73,2,3,2,90,4.3,Yes,Yes,87,85,Placed
3.33,1,1,0,71,4.1,No,Yes,66,74,NotPlaced
3.51,1,2,2,86,4.8,No,Yes,87,84,NotPlaced
3.29,0,2,2,82,4.8,Yes,Yes,88,66,Placed
3.33,1,1,0,77,4.1,No,Yes,58,70,NotPlaced
3.42,1,3,2,87,4.5,Yes,Yes,82,81,Placed
2.89,1,1,1,83,4.4,No,No,55,65,NotPlaced
3.69,2,1,2,84,4.8,Yes,Yes,69,85,Placed
3.38,1,1,1,80,3.7,No,Yes,61,58,NotPlaced
2.98,2,2,1,76,3.9,Yes,Yes,55,84,Placed
3.38,0,1,1,83,3.4,No,Yes,55,64,Placed
3.42,1,2,3,78,4.4,No,No,71,68,NotPlaced
3.73,0,1,0,78,4.5,No,Yes,55,66,NotPlaced
3.02,2,1,0,65,4.6,Yes,Yes,55,63,NotPlaced
3.64,2,3,2,73,4.3,Yes,Yes,55,70,NotPlaced
3.33,0,1,0,72,4.5,Yes,Yes,55,70,NotPlaced
3.47,1,2,0,84,4.4,No,Yes,60,65,NotPlaced
3.73,2,3,2,90,4.7,Yes,Yes,74,84,Placed
3.42,1,1,0,71,3.9,No,No,65,67,NotPlaced
3.47,1,3,2,83,4.6,No,Yes,70,82,Placed
3.69,2,3,2,85,4.8,Yes,Yes,73,80,NotPlaced
3.33,0,1,0,82,4.6,Yes,Yes,62,69,Placed
2.89,0,2,1,65,4.2,Yes,No,57,62,NotPlaced
3.51,1,3,2,75,4.6,No,Yes,82,84,Placed
3.42,0,2,1,75,4.1,Yes,Yes,79,66,Placed
3.73,2,3,2,90,4.7,Yes,Yes,69,88,Placed
3.6,0,3,2,77,4.8,No,No,62,81,NotPlaced
3.38,2,3,2,87,4.3,Yes,Yes,76,82,Placed
3.56,1,3,2,78,3.7,No,No,55,71,NotPlaced
3.38,1,2,1,74,4.7,No,Yes,77,85,NotPlaced
2.89,1,2,1,69,4.5,No,Yes,61,68,NotPlaced
2.98,0,1,0,74,4,No,No,60,63,NotPlaced
3.51,0,2,2,81,4.3,Yes,No,84,61,NotPlaced
3.78,1,3,0,90,4.8,Yes,Yes,79,88,Placed
2.89,1,1,0,78,4.5,No,Yes,75,68,NotPlaced
3.51,2,3,2,90,4.8,Yes,Yes,77,83,Placed
2.89,1,2,1,65,4.6,No,Yes,62,87,NotPlaced
3.11,1,1,1,86,3.8,No,No,57,72,NotPlaced
2.89,1,2,1,79,3.1,No,Yes,63,69,Placed
3.87,1,3,2,79,4.6,Yes,Yes,76,88,NotPlaced
3.38,1,2,2,76,4.5,Yes,Yes,82,63,Placed
3.64,2,3,2,90,4.8,Yes,Yes,74,88,Placed
2.89,1,1,1,66,3.3,No,No,55,60,NotPlaced
2.98,1,2,1,76,4.6,Yes,Yes,71,68,NotPlaced
3.82,2,3,2,84,4.6,Yes,Yes,80,85,Placed
3.29,1,2,0,64,4.7,Yes,Yes,77,65,NotPlaced
2.89,1,1,2,85,4.3,No,Yes,73,71,NotPlaced
3.33,1,1,0,75,3.6,No,No,55,62,NotPlaced
2.89,2,3,0,81,3.5,No,Yes,55,62,NotPlaced
3.82,1,3,0,89,4.5,Yes,Yes,80,72,Placed
3.51,2,3,2,82,4.8,Yes,Yes,90,84,Placed
3.33,1,1,1,68,4.4,Yes,No,62,69,NotPlaced
3.51,2,3,2,90,4.6,Yes,No,65,84,NotPlaced
3.69,1,3,2,90,4.8,Yes,Yes,73,83,Placed
3.33,0,1,0,63,3.6,Yes,No,71,70,NotPlaced
3.78,1,3,1,72,3.8,No,Yes,55,65,Placed
3.38,0,3,2,87,4.8,No,Yes,79,62,Placed
2.89,1,2,2,81,3.6,Yes,Yes,89,80,Placed
3.73,1,3,0,75,4.4,Yes,Yes,68,86,Placed
3.51,0,3,1,84,4.3,Yes,No,83,84,Placed
3.38,0,1,1,62,4.1,No,No,55,68,NotPlaced
3.73,2,3,1,86,4.7,Yes,Yes,90,80,Placed
3.2,2,3,2,90,4.7,Yes,Yes,83,86,Placed
3.51,0,1,0,79,4.4,Yes,No,55,85,NotPlaced
2.93,0,1,0,71,4.3,No,Yes,56,64,NotPlaced
3.69,0,3,2,79,3.7,Yes,Yes,68,84,Placed
3.6,2,3,0,81,4.7,Yes,Yes,84,83,Placed
3.82,2,3,2,90,4.8,Yes,Yes,89,84,Placed
3.42,1,3,1,82,4.5,Yes,Yes,68,79,NotPlaced
2.89,1,1,0,77,4.7,No,No,55,83,NotPlaced
3.82,2,2,1,90,4.6,Yes,Yes,81,80,Placed
3.2,1,2,2,70,4.1,No,No,61,69,NotPlaced
3.47,1,2,0,77,4.4,Yes,Yes,69,80,NotPlaced
2.89,1,3,2,78,4.2,No,Yes,78,71,NotPlaced
3.33,0,1,2,78,4.6,No,Yes,68,71,NotPlaced
3.69,2,2,2,90,4.6,Yes,Yes,80,83,Placed
3.69,1,3,2,89,4.7,Yes,Yes,70,86,Placed
3.78,2,3,0,90,4.8,No,Yes,76,80,Placed
2.93,1,2,0,71,4.6,No,No,55,67,NotPlaced
3.6,2,3,1,90,4.7,Yes,Yes,74,88,NotPlaced
3.24,0,1,1,71,4.6,No,No,57,67,NotPlaced
3.38,0,1,1,72,4.4,No,Yes,69,76,NotPlaced
3.82,1,3,3,84,4.5,Yes,Yes,73,85,Placed
3.07,1,1,0,68,3.7,No,No,55,64,NotPlaced
3.33,1,2,0,65,4.1,No,Yes,55,69,NotPlaced
3.69,2,3,2,90,4.3,Yes,Yes,75,82,NotPlaced
3.73,1,1,2,69,4.4,No,No,76,65,NotPlaced
3.78,2,3,2,90,4.1,Yes,Yes,77,78,Placed
3.78,1,1,2,88,4.5,Yes,Yes,76,79,Placed
4,2,3,2,90,4.8,Yes,Yes,76,83,Placed
3.73,2,3,1,83,4.8,Yes,No,64,64,Placed
3.73,0,3,0,90,4.8,Yes,Yes,80,82,Placed
3.82,2,3,2,90,4.8,Yes,Yes,80,85,NotPlaced
3.69,2,3,1,79,4.4,Yes,Yes,75,85,NotPlaced
3.38,1,1,0,79,4.2,Yes,No,57,61,NotPlaced
3.38,1,1,1,77,4.8,No,Yes,63,68,NotPlaced
3.33,1,1,1,68,4.5,No,Yes,59,63,NotPlaced
3.29,1,3,2,80,4.4,Yes,Yes,73,72,Placed
2.89,1,1,0,79,4.3,No,Yes,60,73,NotPlaced
2.89,0,2,2,82,4.3,Yes,Yes,82,88,NotPlaced
3.42,1,1,0,72,4.5,No,Yes,72,63,Placed
3.73,1,3,2,90,4.8,Yes,Yes,72,85,NotPlaced
3.29,1,1,0,72,4.1,No,Yes,76,74,NotPlaced
3.69,1,3,2,90,4.7,Yes,Yes,80,85,Placed
3.02,1,3,2,78,4.5,Yes,Yes,76,85,NotPlaced
